,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00014752,59.7826934992505,-0.00872230273243691,0.077156458396222,0.540558871901524,0.809821673756824
WBGene00014755,135.016433713444,-0.0148588671917442,0.0777840029475737,0.392428538159205,0.712669856948842
WBGene00014759,26.2318189640843,0.040118799879918,0.0888612418563236,0.0957518501182282,0.663563957722542
WBGene00014761,70.2109877716051,0.0122016194563889,0.0714676627979479,0.685645948901831,0.872071580993753
WBGene00014772,1529.2196232731,0.0802041893784222,0.0758940883012813,0.0908334444831254,0.663563957722542
WBGene00014777,39.0355677084423,-0.00320036933170179,0.077152884143452,0.762267847363587,0.902344921216746
WBGene00014793,984.455469793735,0.00976752298472221,0.0533418949365203,0.813354748735687,0.921079253993586
WBGene00014801,170.235598072508,0.0739726304412129,0.117798162542376,0.0504603407696477,0.63030210602947
WBGene00014805,34.1405831699392,-0.00210240880025237,0.0770485501729485,0.846941507831833,0.936121520708511
WBGene00014809,57.8250490880736,-0.000419001154944121,0.0770936900799235,0.965288028669411,0.987025241667395
WBGene00014811,232.764345832401,0.220719814771782,0.247412015027916,0.0115280795420041,0.324649351142499
WBGene00014813,553.305836403227,-0.00561449287757903,0.0764450288157832,0.718226298866053,0.883444331262047
WBGene00014814,28.4914533412222,0.00257192691267533,0.0758354284145374,0.881982918022337,0.951539499824424
WBGene00014820,251.7974498459,0.0613245742837023,0.0981260733055341,0.102738169365907,0.663563957722542
WBGene00014821,472.336416638408,0.0169354345273228,0.0773652973641758,0.419893673636251,0.73103961205352
WBGene00014822,87.4161043109919,0.555668737602773,0.360051674030094,0.00297231885203303,0.161116936075747
WBGene00014826,2859.09080431246,0.00450245649921759,0.0471025472244706,0.905097681693698,0.960421837771953
WBGene00014836,281.682449413743,-0.0521759834963541,0.0950510497566983,0.0973289361655529,0.663563957722542
WBGene00014848,195.021679691526,-0.0208227684595291,0.0625160341350243,0.590671151793656,0.836189281608973
WBGene00014852,56.7732646615085,0.315948165896522,0.216374870820907,0.00475795753769194,0.204079778693617
WBGene00014854,45.7041564901086,0.00155331712082974,0.0769028834911344,0.898138386402045,0.957922655428042
WBGene00014857,567.185561702741,-0.00393301740162725,0.0693341505065651,0.893547776086976,0.956833307624246
WBGene00014864,48.4953275683106,0.000282046980896895,0.0769717098844165,0.982883344055344,0.992832016218116
WBGene00014870,38.4203060621084,-0.00330227976989035,0.0745086561583594,0.878670341762238,0.950481591854558
WBGene00014871,118.861805436539,0.40900863242059,0.158317673611516,0.000437777444774875,0.0504348560343947
WBGene00014883,156.189464155616,0.127523724040081,0.264682637840216,0.014783259695694,0.371548951232043
WBGene00014884,36.9045862074663,0.0492085201864327,0.0975973252936921,0.0415101104171611,0.592111051026293
WBGene00014904,136.779520915282,0.101768508767074,0.173151931341156,0.0226066846448499,0.458714969358381
WBGene00014907,52.7095684208839,0.00662612536365578,0.0764495059777728,0.686453527528541,0.872194164721358
WBGene00014914,89.1097176381173,0.370670262134962,0.229767044402294,0.00344330538007933,0.173284032484859
WBGene00014915,962.528370737001,0.0397722969678697,0.0825210906454369,0.169137437644974,0.663563957722542
WBGene00014916,266.994399306289,0.231483984454788,0.149836559883393,0.00646299180271845,0.244122307022775
WBGene00014917,250.184794307705,0.378530443962778,0.175363548443829,0.00125909748083551,0.096366627789241
WBGene00014918,418.468109097009,0.0939741068209769,0.142640832091006,0.0384934699044317,0.582049046946201
WBGene00014933,57.5983724188941,-0.000996260620711566,0.0747537533340317,0.960668785908642,0.9848630695366
WBGene00014938,1116.09075557066,0.13856573466358,0.114866305924566,0.0249784899902831,0.479603328964656
WBGene00014941,745.102311956401,-0.004028856787846,0.0759958563947731,0.810311426424435,0.920111682212588
WBGene00014947,132.580465994169,0.0505514444515777,0.0982321988050832,0.048253747280482,0.618251137031176
WBGene00014965,2042.51112639852,0.115077035795507,0.114676540162075,0.0406556685885617,0.592068610791568
